Course Title,Level,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url,Duration to complete (Approx.),Price,Course Picture Url
Scaling Product and Processes,Beginner level,"Discuss and compare strategies and frameworks for scaling processes and products in an organizationExplain steps and common strategies for developing pricing and for scaling up marketing and sales  operationsExplain the importance of establishing relevant dashboards, KPIs and metrics","Strategic Management, Business Process, Business Strategy, Entrepreneurship, Leadership And Management","Product Market Fit, Growth, Sales & Marketing, Scaling Up Operations ","Andrew Wu, Christopher Geczy, Dr. Michael Charles Johanek",University of Colorado Boulder,Personal Development,https://www.coursera.org/learn/scaling-product-and-processes,12,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/31/cec8d0712241a6a232da7afa2f2d60/mooc2-portada-coursera-scale-up.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Configuration Management and the Cloud,Beginner level,Understand the benefits of configuration management and infrastructure as codeCreate and maintain containers with Docker and Kubernetes to create efficient and safe application deploymentAutomatically deploy new virtual machines running in the CloudDeploy changes in a safe manner following CICD principles,"Configuration Management, Automation at Scale, Cloud Computing, Basic Monitoring & Alerting, Using Puppet","Automation in the Cloud, Docker & Kubernetes, Configuration management and monitoring, CICD","Peter  Frumkin, Witold Henisz, Jenny Young, David A. Asch",The Hong Kong University of Science and Technology,Information Technology,https://www.coursera.org/learn/configuration-management-cloud,33,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/8b/2b562485fa4a5d8316802afd6e7415/Taslim-NY-Shaefer-27-1-.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces
Effective Service Innovation by Design in Hotel Management ,Beginner level,Identify the key principles and concepts of hotel service innovation.Demonstrate proficiency in basic design thinking methodologies for service development.  Analyse customer needs and pain points to design customer-centric services.Evaluate the feasibility and viability of service innovations.,"Innovation Leadership, Feasibility Assessment, Customer analysis, Collaboration, Design Thinking","Foundations of Service Innovation\xa0, Designing Customer-Centric Services  , Strategies for Service Innovation  , Real-Life Examples and Best Practices  ",Jeff Leek,The Hong Kong University of Science and Technology,Personal Development,https://www.coursera.org/learn/effective-service-innovation-by-design-in-hotel-management,8,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/3d/708ac3a2804f108d1336a4e6c96a5f/Batch-3-Logo-image-1-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Foundations of Advanced Wireless Communication,Intermediate level,"Explain the fundamentals of modern wireless communication, such as 4G and 5G systems. Describe the essential theories related to their critical technical advancements related to 5G.Comprehend the challenges in realizing them and the way forward.","A basic understanding of matrices and probability, MATLAB programming skills","Getting Started with the Course, Wireless Communication Basics , Multi-Antenna System, Capacity of Multi-Antenna System - Part 1, Capacity of Multi-Antenna System - Part 2, Spectral Efficiency, Project I (Week1-Week3), Massive Multiple-Input Multiple-Output (MIMO), mmWave System , Beamforming , Orthogonal Frequency Division Multiplexing (OFDM), Non-Orthogonal Multiple Access (NOMA), Project II (Week 4-Week 6)",Joseph W. Cutrone,University of Glasgow,Physical Science and Engineering,https://www.coursera.org/learn/foundations-of-advanced-wireless-communication,44,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/b9/153cde25c64923a11b0c997f88cd24/IITR-Logo-copy.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
"Dense Gases, Liquids and Solids",Advanced level,Analyze the impact of intermolecular forces on the transition of gases to liquids as density increasesEvaluate the stability of a thermodynamic system as it transitions from gas to liquid state in response to small perturbationsAssess the role of the radial distribution function (RDF) in determining thermodynamic properties of liquidsDescribe the behavior of crystalline solids using simple statistical thermodynamics,"Liquids, Mechanical Engineering, Thermodynamics, Gases, Solids","The Configuration Integral, Thermodynamic Stability, The radial distribution function, thermodynamic properties, and MD simulations of liquid properties, Crystalline Solids",Lori Poole,University of Colorado Boulder,Physical Science and Engineering,https://www.coursera.org/learn/dense-gases-liquids-solids,5,42.5,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/29/2de492f172420aa109137a8d595e0d/stats_therma_c4_logo.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Introduction to Seaweeds,Intermediate level,"Introductory seaweed farming techniques.Basic seaweed cultivar domestication.Seaweed identification, systematics and evolutionary relationships.","Marine Agronomy husbandry, Seaweed Biology Interpretation, Aquaculture Engineering","Seaweed Introduction, Seaweed Biology, Ecology and Seaweed Ecosystem Services, Seaweed Aquaculture, Seaweeds and Humanity, Seaweed Products, Seaweed Biotechnology","Daniel Romero, David Musto, Shyam Balganesh, Danielle Szafir, Gautam Kaul",Columbia University,Health,https://www.coursera.org/learn/introduction-to-seaweeds,26,48.5,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/b9/ce0b9f3ae24c85b0d9f73aea7cc33f/Logo_1200x1200.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
"Foundations: Data, Data, Everywhere",Beginner level,"Define and explain key concepts involved in data analytics including data, data analysis, and data ecosystems.Conduct an analytical thinking self assessment giving specific examples of the application of analytical thinking.Discuss the role of spreadsheets, query languages, and data visualization tools in data analytics.Describe the role of a data analyst with specific reference to jobs.","Spreadsheet, Data Analysis, SQL, Data Visualization, Data Cleansing","Introducing data analytics and analytical thinking, The wonderful world of data, Set up your data analytics toolbox, Become a fair and impactful data professional","Kariann Yokota, Kasper Daniel Hansen, Garud Iyengar",Imperial College London,Math and Logic,https://www.coursera.org/learn/foundations-data,25,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/f0/0de6bb70944a20bdfe0b8b4301b91e/Foundations-Data-Data-Everywhere.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces
Optical Engineering Specialization,Advanced level,"Specify an optical system and potential solutions to meet those specsTransform layouts into optical designs including real optical componentsAnalyze you designs in an industry standard optical design code, OpticStudio by Zemax,  to validate and optimize the design","optical system specification, optimization of optical systems, optical design","First Order Optical System Design, Optical Efficiency and Resolution, Design of High-Performance Optical Systems","Christopher Geczy, Scott DeRue, Liliana Florea, Akos Ledeczi",University of Colorado Boulder,Physical Science and Engineering,https://www.coursera.org/specializations/optical-engineering,80,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/29/198b50903011e8a496edce9d40b8d7/Logo.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Universal Theories,Beginner level,Explain the concept of universality.Describe the renormalization group and how it explains universality.Explain metals and insulators,"universality, coarse graining, Metals and insulators, Band theory, renormalization","Universal Theories and Renormalization Group, From Renormalization Group to Phases, Band Theory, Metals and Insulators","Sean McMinn, Dr. Quentin McAndrew, David Torgerson",Johns Hopkins University,Physical Science and Engineering,https://www.coursera.org/learn/universal-theories,13,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/18/09b2b104484e56a7e48eccb6953fd4/Course2UniversalTheories.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
"Computing, Ethics, and Society Specialization",Beginner level,"Describe ethical challenges that arise in a wide range of computing technologies and applications, their causes, and how they can be addressed.Identify ethical issues associated with the culture of tech workplaces and how they can be addressed.Apply ethical frameworks to help analyze ethical challenges that arise in computing technologies and applications and the computing workspace.","Ethics Of Artificial Intelligence, Ethical Frameworks, Ethics of Robotics, Computing Ethics, Ethics of Algorithms","Computing, Ethics, and Society Foundations, Ethical Issues in AI and Professional Ethics, Ethical Issues in Computing Applications","Yaakov Chaikin, Chris Koehler, Brandon Krakowsky, Richard Lambert",Vanderbilt University,Information Technology,https://www.coursera.org/specializations/computing-ethics-society,80,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/dc/09738abc384ebdbc51f78fe1c95a57/brogurt4840_Aristotle_using_a_laptop_04f6a989-5133-4123-a1c0-10506d323b1a.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Access an EC2 instance shell from the AWS console,Beginner level,Launch an Amazon EC2 InstanceConnect to Amazon EC2 Instance shell from the AWS consoleDeploy web application using browser-based ssh client,"aws, Hypertext Transfer Protocol (HTTP), Apache, ssh, EC2",Learn step-by-step,"Lori Poole, Christopher Geczy, Scott DeRue, Illysa Izenberg, Andrew Wu",University of Colorado Boulder,Information Technology,https://www.coursera.org/projects/accessing-ec2-instance-aws-console,2,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/c4/197c0d7fe347dbac48c98ba38ecc32/lock-2013213_1280.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Excel Skills for Business Specialization,Beginner level,"Be comfortable navigating the Excel user interface, entering, manipulating and formatting data.Use formulas and functions to perform calculations on data. Automate choices and data lookups using functions.Analyze data and present the results in a user-friendly way. Create charts and tables that effectively summarize raw data.Create easy-to-use spreadsheets. Validate data, find and correct errors. Create navigation aids for large workbooks.","Data Validation, Microsoft Excel, Microsoft Excel Macro, Pivot Table","Excel Skills for Business: Essentials, Excel Skills for Business: Intermediate I, Excel Skills for Business: Intermediate II, Excel Skills for Business: Advanced","Paul Harris, Samuel J. Cooper",The Hong Kong University of Science and Technology,Information Technology,https://www.coursera.org/specializations/excel,120,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/a5/5fe03ce0bd4774b8025536110a845e/04.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Google Cloud Big Data and Machine Learning Fundamentals,Beginner level,Identify the data-to-AI lifecycle on Google Cloud and the major products of big data and machine learning.Design streaming pipelines with Dataflow and Pub/Sub and dDesign streaming pipelines with Dataflow and Pub/Sub.Identify different options to build machine learning solutions on Google Cloud.Describe a machine learning workflow and the key steps with Vertex AI and build a machine learning pipeline using AutoML.,"Tensorflow, Bigquery, Google Cloud Platform, Cloud Computing","Course Introduction, Big Data and Machine Learning on Google Cloud, Data Engineering for Streaming Data, Big Data with BigQuery, Machine Learning Options on Google Cloud, The Machine Learning Workflow with Vertex AI, Course Summary","Raghu Iyengar, Mike Fitzpatrick",The Hong Kong University of Science and Technology,DataScience,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals,9,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/6e/6eb5d5ed134f8aae8971bfef200999/Artboard-3_BDML.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
